0022301129,1610612755,Philadelphia 76ers,117.2,96.0,21.2,0.659,1.42,20.0,99.0,0.62,0.651
0022301130,1610612743,Denver Nuggets,135.2,104.8,30.5,0.717,2.24,25.3,105.0,0.733,0.747
0022301130,1610612737,Atlanta Hawks,104.8,135.2,-30.5,0.811,1.88,20.6,105.0,0.494,0.551
0022301127,1610612747,Los Angeles Lakers,116.0,96.0,20.0,0.667,1.5,21.9,100.0,0.663,0.666
0022301127,1610612739,Cleveland Cavaliers,96.0,116.0,-20.0,0.615,1.26,17.4,101.0,0.494,0.509
0022301121,1610612763,Memphis Grizzlies,110.2,92.8,17.4,0.571,1.14,16.9,98.0,0.522,0.556
0022301121,1610612765,Detroit Pistons,92.8,110.2,-17.4,0.688,1.22,17.0,97.0,0.456,0.502
0022301125,1610612756,Phoenix Suns,95.1,87.0,8.1,0.879,1.61,21.4,102.0,0.493,0.546
0022301125,1610612750,Minnesota Timberwolves,87.0,95.1,-8.1,0.697,1.21,17.3,100.0,0.447,0.477
0022301097,1610612742,Dallas Mavericks,105.9,102.9,3.0,0.75,1.67,21.2,102.0,0.548,0.579
0022301097,1610612744,Golden State Warriors,102.9,105.9,-3.0,0.659,1.8,18.9,103.0,0.505,0.525
0022301123,1610612740,New Orleans Pelicans,112.4,113.3,-0.9,0.636,1.65,20.5,97.0,0.564,0.597
0022301123,1610612759,San Antonio Spurs,113.3,112.4,0.9,0.81,2.0,24.3,98.0,0.608,0.626
0022301126,1610612746,LA Clippers,126.0,99.0,26.9,0.627,2.13,21.9,104.0,0.632,0.662
0022301126,1610612762,Utah Jazz,99.0,126.0,-26.9,0.571,1.33,14.4,103.0,0.434,0.492
0022301117,1610612764,Washington Wizards,105.2,110.2,-5.0,0.632,2.4,17.8,97.0,0.46,0.504
0022301117,1610612757,Portland Trail Blazers,110.2,105.2,5.0,0.707,2.23,19.8,98.0,0.484,0.516
0022301118,1610612738,Boston Celtics,108.6,105.3,3.3,0.658,3.13,19.2,93.0,0.494,0.521
0022301118,1610612758,Sacramento Kings,105.3,108.6,-3.3,0.553,3.0,15.8,95.0,0.47,0.477
0022301122,1610612749,Milwaukee Bucks,105.7,113.6,-7.9,0.512,1.62,15.3,105.0,0.5,0.538
0022301122,1610612761,Toronto Raptors,113.6,105.7,7.9,0.667,1.41,17.7,103.0,0.544,0.617
0022301119,1610612741,Chicago Bulls,108.0,102.0,6.0,0.614,1.59,18.7,100.0,0.511,0.54
0022301119,1610612752,New York Knicks,102.0,108.0,-6.0,0.611,1.22,16.5,98.0,0.494,0.534
0022301116,1610612754,Indiana Pacers,123.5,108.7,14.8,0.652,2.14,21.2,102.0,0.608,0.648
0022301116,1610612760,Oklahoma City Thunder,108.7,123.5,-14.8,0.571,1.6,17.7,103.0,0.535,0.58
0022301120,1610612745,Houston Rockets,105.1,119.0,-13.9,0.735,2.78,18.5,99.0,0.456,0.515
0022301120,1610612748,Miami Heat,119.0,105.1,13.9,0.614,3.0,20.1,100.0,0.567,0.606
0022301115,1610612766,Charlotte Hornets,129.2,118.6,10.6,0.674,1.45,22.1,96.0,0.701,0.755
0022301115,1610612753,Orlando Magic,118.6,129.2,-10.6,0.571,2.4,17.2,97.0,0.495,0.545
0022301112,1610612752,New York Knicks,127.7,114.7,12.9,0.773,2.62,24.3,94.0,0.625,0.647
0022301112,1610612758,Sacramento Kings,114.7,127.7,-12.9,0.619,1.63,19.5,95.0,0.593,0.597
0022301111,1610612748,Miami Heat,107.1,110.1,-3.0,0.615,1.41,16.9,98.0,0.484,0.52
0022301111,1610612755,Philadelphia 76ers,110.1,107.1,3.0,0.651,2.55,20.6,99.0,0.543,0.563
0022301124,1610612742,Dallas Mavericks,104.8,91.3,13.5,0.526,1.43,14.8,104.0,0.5,0.537
0022301124,1610612737,Atlanta Hawks,91.3,104.8,-13.5,0.618,1.0,15.4,104.0,0.476,0.504
0022301113,1610612745,Houston Rockets,110.0,134.3,-24.3,0.639,1.92,17.1,100.0,0.488,0.554
0022301113,1610612744,Golden State Warriors,134.3,110.0,24.3,0.617,1.38,20.6,99.0,0.694,0.731
0022301114,1610612746,LA Clippers,102.0,100.0,2.0,0.647,3.14,16.5,100.0,0.417,0.49
0022301114,1610612743,Denver Nuggets,100.0,102.0,-2.0,0.75,1.93,20.0,100.0,0.5,0.532
0022301108,1610612750,Minnesota Timberwolves,127.9,81.0,46.9,0.755,4.11,24.4,104.0,0.615,0.629
0022301108,1610612761,Toronto Raptors,81.0,127.9,-46.9,0.576,0.9,14.0,105.0,0.406,0.442
0022301103,1610612764,Washington Wizards,110.1,115.7,-5.6,0.578,1.44,18.5,109.0,0.593,0.62
0022301103,1610612747,Los Angeles Lakers,115.7,110.1,5.6,0.457,1.24,14.8,108.0,0.549,0.602
0022301104,1610612737,Atlanta Hawks,116.3,109.7,6.6,0.735,2.25,24.2,104.0,0.617,0.626
0022301104,1610612765,Detroit Pistons,109.7,116.3,-6.6,0.558,2.4,17.5,103.0,0.511,0.547
0022301110,1610612756,Phoenix Suns,123.2,102.0,21.2,0.727,2.0,22.5,99.0,0.609,0.646
0022301110,1610612739,Cleveland Cavaliers,102.0,123.2,-21.2,0.718,1.87,20.8,99.0,0.512,0.553
0022301102,1610612766,Charlotte Hornets,90.5,93.7,-3.2,0.688,2.0,18.2,95.0,0.442,0.49
0022301102,1610612757,Portland Trail Blazers,93.7,90.5,3.2,0.514,1.19,14.3,95.0,0.435,0.453
0022301105,1610612738,Boston Celtics,137.8,102.0,35.7,0.66,3.0,22.9,98.0,0.636,0.673
0022301105,1610612760,Oklahoma City Thunder,102.0,137.8,-35.7,0.6,1.5,16.4,98.0,0.463,0.536
0022301109,1610612740,New Orleans Pelicans,114.9,123.2,-8.3,0.583,1.5,17.0,94.0,0.553,0.611
0022301109,1610612753,Orlando Magic,123.2,114.9,8.3,0.659,2.08,20.3,95.0,0.594,0.628
